Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
AS,Asia,JPN,Japan,2006,All,Age85_over,[85+],361557,100,,11723.63813
AS,Asia,JPN,Japan,2006,Female,Age85_over,[85+],233887,100,,10446.04734
AS,Asia,JPN,Japan,2006,Male,Age85_over,[85+],127670,100,,15108.87574
AS,Asia,JPN,Japan,2007,All,Age_all,[All],1108334,100,341.4313,879.0371575
AS,Asia,JPN,Japan,2007,Male,Age_all,[All],592784,100,469.4279489,963.7040529
AS,Asia,JPN,Japan,2007,Female,Age_all,[All],515550,100,242.4329576,798.3863475
AS,Asia,JPN,Japan,2007,All,Age00,[0],2828,100,,261.3678373
AS,Asia,JPN,Japan,2007,Female,Age00,[0],1294,100,,245.540797
AS,Asia,JPN,Japan,2007,Male,Age00,[0],1534,100,,276.3963964
AS,Asia,JPN,Japan,2007,All,Age01_04,[1-4],981,100,,22.82456957
AS,Asia,JPN,Japan,2007,Female,Age01_04,[1-4],432,100,,20.60085837
AS,Asia,JPN,Japan,2007,Male,Age01_04,[1-4],549,100,,24.94320763
AS,Asia,JPN,Japan,2007,All,Age05_09,[5-9],552,100,,9.47964967
AS,Asia,JPN,Japan,2007,Female,Age05_09,[5-9],238,100,,8.38914346
AS,Asia,JPN,Japan,2007,Male,Age05_09,[5-9],314,100,,10.51574012
AS,Asia,JPN,Japan,2007,All,Age10_14,[10-14],534,100,,8.99595687
AS,Asia,JPN,Japan,2007,Female,Age10_14,[10-14],209,100,,7.2193437
AS,Asia,JPN,Japan,2007,Male,Age10_14,[10-14],325,100,,10.68727392
AS,Asia,JPN,Japan,2007,All,Age15_19,[15-19],1599,100,,25.78616352
AS,Asia,JPN,Japan,2007,Female,Age15_19,[15-19],512,100,,16.95925803
AS,Asia,JPN,Japan,2007,Male,Age15_19,[15-19],1087,100,,34.16090509
AS,Asia,JPN,Japan,2007,All,Age20_24,[20-24],3049,100,,43.40831435
AS,Asia,JPN,Japan,2007,Female,Age20_24,[20-24],958,100,,28.08560539
AS,Asia,JPN,Japan,2007,Male,Age20_24,[20-24],2091,100,,57.87434265
AS,Asia,JPN,Japan,2007,All,Age25_29,[25-29],3641,100,,48.1932495
AS,Asia,JPN,Japan,2007,Female,Age25_29,[25-29],1195,100,,32.2537112
AS,Asia,JPN,Japan,2007,Male,Age25_29,[25-29],2446,100,,63.53246753
AS,Asia,JPN,Japan,2007,All,Age30_34,[30-34],5410,100,,59.07403363
AS,Asia,JPN,Japan,2007,Female,Age30_34,[30-34],1776,100,,39.40536943
AS,Asia,JPN,Japan,2007,Male,Age30_34,[30-34],3634,100,,78.13373468
AS,Asia,JPN,Japan,2007,All,Age35_39,[35-39],7679,100,,83.14205284
AS,Asia,JPN,Japan,2007,Female,Age35_39,[35-39],2643,100,,58.01141352
AS,Asia,JPN,Japan,2007,Male,Age35_39,[35-39],5036,100,,107.6068376
AS,Asia,JPN,Japan,2007,All,Age40_44,[40-44],10064,100,,124.7706422
AS,Asia,JPN,Japan,2007,Female,Age40_44,[40-44],3365,100,,84.29358717
AS,Asia,JPN,Japan,2007,Male,Age40_44,[40-44],6699,100,,164.4329897
AS,Asia,JPN,Japan,2007,All,Age45_49,[45-49],14966,100,,196.4557627
AS,Asia,JPN,Japan,2007,Female,Age45_49,[45-49],5051,100,,133.236613
AS,Asia,JPN,Japan,2007,Male,Age45_49,[45-49],9915,100,,259.0802195
AS,Asia,JPN,Japan,2007,All,Age50_54,[50-54],24562,100,,308.4903291
AS,Asia,JPN,Japan,2007,Female,Age50_54,[50-54],8199,100,,205.6949323
AS,Asia,JPN,Japan,2007,Male,Age50_54,[50-54],16363,100,,411.5442656
AS,Asia,JPN,Japan,2007,All,Age55_59,[55-59],49777,100,,480.5193552
AS,Asia,JPN,Japan,2007,Female,Age55_59,[55-59],15461,100,,295.339064
AS,Asia,JPN,Japan,2007,Male,Age55_59,[55-59],34316,100,,669.7111632
AS,Asia,JPN,Japan,2007,All,Age60_64,[60-64],58505,100,,694.9162608
AS,Asia,JPN,Japan,2007,Female,Age60_64,[60-64],17614,100,,408.0148251
AS,Asia,JPN,Japan,2007,Male,Age60_64,[60-64],40891,100,,996.8551926
AS,Asia,JPN,Japan,2007,All,Age65_69,[65-69],80094,100,,1027.241247
AS,Asia,JPN,Japan,2007,Female,Age65_69,[65-69],25068,100,,615.9213759
AS,Asia,JPN,Japan,2007,Male,Age65_69,[65-69],55026,100,,1476.415348
AS,Asia,JPN,Japan,2007,All,Age70_74,[70-74],116667,100,,1692.54316
AS,Asia,JPN,Japan,2007,Female,Age70_74,[70-74],39172,100,,1054.144241
AS,Asia,JPN,Japan,2007,Male,Age70_74,[70-74],77495,100,,2439.250866
AS,Asia,JPN,Japan,2007,All,Age75_79,[75-79],159772,100,,2881.370604
AS,Asia,JPN,Japan,2007,Female,Age75_79,[75-79],59627,100,,1894.725135
AS,Asia,JPN,Japan,2007,Male,Age75_79,[75-79],100145,100,,4176.18849
AS,Asia,JPN,Japan,2007,All,Age80_84,[80-84],188314,100,,4890.002597
AS,Asia,JPN,Japan,2007,Female,Age80_84,[80-84],86178,100,,3599.749373
AS,Asia,JPN,Japan,2007,Male,Age80_84,[80-84],102136,100,,7010.02059
AS,Asia,JPN,Japan,2007,All,Age85_over,[85+],378819,100,,11616.65133
AS,Asia,JPN,Japan,2007,Female,Age85_over,[85+],246466,100,,10390.64081
AS,Asia,JPN,Japan,2007,Male,Age85_over,[85+],132353,100,,14887.85152
AS,Asia,JPN,Japan,2008,All,Age_all,[All],1142407,100,339.2397959,907.0537607
AS,Asia,JPN,Japan,2008,Male,Age_all,[All],608711,100,465.587478,990.9986325
AS,Asia,JPN,Japan,2008,Female,Age_all,[All],533696,100,241.2224685,827.1407095
AS,Asia,JPN,Japan,2008,All,Age00,[0],2798,100,,257.1691177
AS,Asia,JPN,Japan,2008,Female,Age00,[0],1310,100,,247.1698113
AS,Asia,JPN,Japan,2008,Male,Age00,[0],1488,100,,266.6666667
AS,Asia,JPN,Japan,2008,All,Age01_04,[1-4],949,100,,22.28222588
AS,Asia,JPN,Japan,2008,Female,Age01_04,[1-4],423,100,,20.35611165
AS,Asia,JPN,Japan,2008,Male,Age01_04,[1-4],526,100,,24.11737735
AS,Asia,JPN,Japan,2008,All,Age05_09,[5-9],557,100,,9.71059972
AS,Asia,JPN,Japan,2008,Female,Age05_09,[5-9],239,100,,8.55404438
AS,Asia,JPN,Japan,2008,Male,Age05_09,[5-9],318,100,,10.80897349
AS,Asia,JPN,Japan,2008,All,Age10_14,[10-14],516,100,,8.69418703
AS,Asia,JPN,Japan,2008,Female,Age10_14,[10-14],186,100,,6.42487047
AS,Asia,JPN,Japan,2008,Male,Age10_14,[10-14],330,100,,10.85526316
AS,Asia,JPN,Japan,2008,All,Age15_19,[15-19],1621,100,,26.69191503
AS,Asia,JPN,Japan,2008,Female,Age15_19,[15-19],558,100,,18.8577222
AS,Asia,JPN,Japan,2008,Male,Age15_19,[15-19],1063,100,,34.13615928
AS,Asia,JPN,Japan,2008,All,Age20_24,[20-24],2977,100,,43.33333333
AS,Asia,JPN,Japan,2008,Female,Age20_24,[20-24],920,100,,27.5944811
AS,Asia,JPN,Japan,2008,Male,Age20_24,[20-24],2057,100,,58.17307692
AS,Asia,JPN,Japan,2008,All,Age25_29,[25-29],3622,100,,49.0852419
AS,Asia,JPN,Japan,2008,Female,Age25_29,[25-29],1177,100,,32.58582503
AS,Asia,JPN,Japan,2008,Male,Age25_29,[25-29],2445,100,,64.90576055
AS,Asia,JPN,Japan,2008,All,Age30_34,[30-34],5282,100,,60.10468821
AS,Asia,JPN,Japan,2008,Female,Age30_34,[30-34],1827,100,,42.2818792
AS,Asia,JPN,Japan,2008,Male,Age30_34,[30-34],3455,100,,77.34497426
AS,Asia,JPN,Japan,2008,All,Age35_39,[35-39],7690,100,,81.64348657
AS,Asia,JPN,Japan,2008,Female,Age35_39,[35-39],2725,100,,58.67786391
AS,Asia,JPN,Japan,2008,Male,Age35_39,[35-39],4965,100,,103.9790576
AS,Asia,JPN,Japan,2008,All,Age40_44,[40-44],10034,100,,121.6684855
AS,Asia,JPN,Japan,2008,Female,Age40_44,[40-44],3457,100,,84.73039216
AS,Asia,JPN,Japan,2008,Male,Age40_44,[40-44],6577,100,,157.8353732
AS,Asia,JPN,Japan,2008,All,Age45_49,[45-49],14674,100,,191.5665796
AS,Asia,JPN,Japan,2008,Female,Age45_49,[45-49],4988,100,,131.0218019
AS,Asia,JPN,Japan,2008,Male,Age45_49,[45-49],9686,100,,251.3885284
AS,Asia,JPN,Japan,2008,All,Age50_54,[50-54],23321,100,,301.655672
AS,Asia,JPN,Japan,2008,Female,Age50_54,[50-54],7683,100,,198.578444
AS,Asia,JPN,Japan,2008,Male,Age50_54,[50-54],15638,100,,404.9197307
AS,Asia,JPN,Japan,2008,All,Age55_59,[55-59],46146,100,,472.6136829
AS,Asia,JPN,Japan,2008,Female,Age55_59,[55-59],14342,100,,290.5591572
AS,Asia,JPN,Japan,2008,Male,Age55_59,[55-59],31804,100,,658.7406794
AS,Asia,JPN,Japan,2008,All,Age60_64,[60-64],60767,100,,682.6218827
AS,Asia,JPN,Japan,2008,Female,Age60_64,[60-64],18292,100,,401.4044327
AS,Asia,JPN,Japan,2008,Male,Age60_64,[60-64],42475,100,,977.5604143
AS,Asia,JPN,Japan,2008,All,Age65_69,[65-69],80491,100,,1006.263283
AS,Asia,JPN,Japan,2008,Female,Age65_69,[65-69],24822,100,,594.6813608
AS,Asia,JPN,Japan,2008,Male,Age65_69,[65-69],55669,100,,1455.398693
AS,Asia,JPN,Japan,2008,All,Age70_74,[70-74],115785,100,,1671.502815
AS,Asia,JPN,Japan,2008,Female,Age70_74,[70-74],39069,100,,1047.988197
AS,Asia,JPN,Japan,2008,Male,Age70_74,[70-74],76716,100,,2398.124414
AS,Asia,JPN,Japan,2008,All,Age75_79,[75-79],163351,100,,2873.368514
AS,Asia,JPN,Japan,2008,Female,Age75_79,[75-79],60610,100,,1881.713754
AS,Asia,JPN,Japan,2008,Male,Age75_79,[75-79],102741,100,,4169.683442
AS,Asia,JPN,Japan,2008,All,Age80_84,[80-84],198991,100,,4920.647873
AS,Asia,JPN,Japan,2008,Female,Age80_84,[80-84],89024,100,,3586.784851
AS,Asia,JPN,Japan,2008,Male,Age80_84,[80-84],109967,100,,7040.140845
AS,Asia,JPN,Japan,2008,All,Age85_over,[85+],402299,100,,11684.54836
AS,Asia,JPN,Japan,2008,Female,Age85_over,[85+],261951,100,,10461.30192
AS,Asia,JPN,Japan,2008,Male,Age85_over,[85+],140348,100,,14946.53887
AS,Asia,JPN,Japan,2009,All,Age_all,[All],1141865,100,328.8984353,907.5385471
AS,Asia,JPN,Japan,2009,Male,Age_all,[All],609042,100,451.9508906,992.9115245
AS,Asia,JPN,Japan,2009,Female,Age_all,[All],532823,100,232.3889885,826.3255843
AS,Asia,JPN,Japan,2009,All,Age00,[0],2556,100,,239.3258427
AS,Asia,JPN,Japan,2009,Female,Age00,[0],1115,100,,214.4230769
AS,Asia,JPN,Japan,2009,Male,Age00,[0],1441,100,,262.9562044
AS,Asia,JPN,Japan,2009,All,Age01_04,[1-4],904,100,,21.24559342
AS,Asia,JPN,Japan,2009,Female,Age01_04,[1-4],410,100,,19.76856316
AS,Asia,JPN,Japan,2009,Male,Age01_04,[1-4],494,100,,22.65016048
AS,Asia,JPN,Japan,2009,All,Age05_09,[5-9],534,100,,9.46976414
AS,Asia,JPN,Japan,2009,Female,Age05_09,[5-9],241,100,,8.77001456
AS,Asia,JPN,Japan,2009,Male,Age05_09,[5-9],293,100,,10.13490142
AS,Asia,JPN,Japan,2009,All,Age10_14,[10-14],487,100,,8.25144019
AS,Asia,JPN,Japan,2009,Female,Age10_14,[10-14],205,100,,7.12052796
AS,Asia,JPN,Japan,2009,Male,Age10_14,[10-14],282,100,,9.32848164
AS,Asia,JPN,Japan,2009,All,Age15_19,[15-19],1467,100,,24.45
AS,Asia,JPN,Japan,2009,Female,Age15_19,[15-19],473,100,,16.17647059
AS,Asia,JPN,Japan,2009,Male,Age15_19,[15-19],994,100,,32.31469441
AS,Asia,JPN,Japan,2009,All,Age20_24,[20-24],2960,100,,44.33128651
AS,Asia,JPN,Japan,2009,Female,Age20_24,[20-24],914,100,,28.21858598
AS,Asia,JPN,Japan,2009,Male,Age20_24,[20-24],2046,100,,59.51134381
AS,Asia,JPN,Japan,2009,All,Age25_29,[25-29],3561,100,,48.97538165
AS,Asia,JPN,Japan,2009,Female,Age25_29,[25-29],1193,100,,33.57725866
AS,Asia,JPN,Japan,2009,Male,Age25_29,[25-29],2368,100,,63.690156
AS,Asia,JPN,Japan,2009,All,Age30_34,[30-34],4931,100,,58.73734366
AS,Asia,JPN,Japan,2009,Female,Age30_34,[30-34],1675,100,,40.5962191
AS,Asia,JPN,Japan,2009,Male,Age30_34,[30-34],3256,100,,76.27078941
AS,Asia,JPN,Japan,2009,All,Age35_39,[35-39],7786,100,,81.65705296
AS,Asia,JPN,Japan,2009,Female,Age35_39,[35-39],2725,100,,58.01575474
AS,Asia,JPN,Japan,2009,Male,Age35_39,[35-39],5061,100,,104.6093427
AS,Asia,JPN,Japan,2009,All,Age40_44,[40-44],10375,100,,123.160019
AS,Asia,JPN,Japan,2009,Female,Age40_44,[40-44],3558,100,,85.38516919
AS,Asia,JPN,Japan,2009,Male,Age40_44,[40-44],6817,100,,160.1362462
AS,Asia,JPN,Japan,2009,All,Age45_49,[45-49],14584,100,,189.3288329
AS,Asia,JPN,Japan,2009,Female,Age45_49,[45-49],4963,100,,129.751634
AS,Asia,JPN,Japan,2009,Male,Age45_49,[45-49],9621,100,,248.0917999
AS,Asia,JPN,Japan,2009,All,Age50_54,[50-54],22686,100,,296.5102601
AS,Asia,JPN,Japan,2009,Female,Age50_54,[50-54],7370,100,,192.5287356
AS,Asia,JPN,Japan,2009,Male,Age50_54,[50-54],15316,100,,400.6277792
AS,Asia,JPN,Japan,2009,All,Age55_59,[55-59],41934,100,,462.7966008
AS,Asia,JPN,Japan,2009,Female,Age55_59,[55-59],12811,100,,279.7772439
AS,Asia,JPN,Japan,2009,Male,Age55_59,[55-59],29123,100,,649.7768853
AS,Asia,JPN,Japan,2009,All,Age60_64,[60-64],61606,100,,658.4651561
AS,Asia,JPN,Japan,2009,Female,Age60_64,[60-64],18352,100,,383.7724801
AS,Asia,JPN,Japan,2009,Male,Age60_64,[60-64],43254,100,,945.6493223
AS,Asia,JPN,Japan,2009,All,Age65_69,[65-69],82052,100,,983.7189785
AS,Asia,JPN,Japan,2009,Female,Age65_69,[65-69],25281,100,,580.2386964
AS,Asia,JPN,Japan,2009,Male,Age65_69,[65-69],56771,100,,1424.9749
AS,Asia,JPN,Japan,2009,All,Age70_74,[70-74],109527,100,,1592.193633
AS,Asia,JPN,Japan,2009,Female,Age70_74,[70-74],36473,100,,987.0906631
AS,Asia,JPN,Japan,2009,Male,Age70_74,[70-74],73054,100,,2294.409548
AS,Asia,JPN,Japan,2009,All,Age75_79,[75-79],159471,100,,2753.297652
AS,Asia,JPN,Japan,2009,Female,Age75_79,[75-79],58700,100,,1792.913867
AS,Asia,JPN,Japan,2009,Male,Age75_79,[75-79],100771,100,,4002.025417
AS,Asia,JPN,Japan,2009,All,Age80_84,[80-84],201406,100,,4771.523336
AS,Asia,JPN,Japan,2009,Female,Age80_84,[80-84],88423,100,,3436.572095
AS,Asia,JPN,Japan,2009,Male,Age80_84,[80-84],112983,100,,6855.764563
AS,Asia,JPN,Japan,2009,All,Age85_over,[85+],412407,100,,11301.91833
AS,Asia,JPN,Japan,2009,Female,Age85_over,[85+],267847,100,,10141.87808
AS,Asia,JPN,Japan,2009,Male,Age85_over,[85+],144560,100,,14341.26984
AS,Asia,JPN,Japan,2010,All,Age_all,[All],1197012,100,331.0419539,947.1400803
AS,Asia,JPN,Japan,2010,Male,Age_all,[All],633700,100,455.3611036,1029.206149
AS,Asia,JPN,Japan,2010,Female,Age_all,[All],563312,100,234.6212112,869.1744967
AS,Asia,JPN,Japan,2010,All,Age00,[0],2450,100,,232.3759444
AS,Asia,JPN,Japan,2010,Female,Age00,[0],1095,100,,212.8933667
AS,Asia,JPN,Japan,2010,Male,Age00,[0],1355,100,,250.933361
AS,Asia,JPN,Japan,2010,All,Age01_04,[1-4],932,100,,22.18976295
AS,Asia,JPN,Japan,2010,Female,Age01_04,[1-4],414,100,,20.18569868
AS,Asia,JPN,Japan,2010,Male,Age01_04,[1-4],518,100,,24.10223816
AS,Asia,JPN,Japan,2010,All,Age05_09,[5-9],480,100,,8.64863774
AS,Asia,JPN,Japan,2010,Female,Age05_09,[5-9],219,100,,8.08656987
AS,Asia,JPN,Japan,2010,Male,Age05_09,[5-9],261,100,,9.18427778
AS,Asia,JPN,Japan,2010,All,Age10_14,[10-14],553,100,,9.39792923
AS,Asia,JPN,Japan,2010,Female,Age10_14,[10-14],203,100,,7.07195593
AS,Asia,JPN,Japan,2010,Male,Age10_14,[10-14],350,100,,11.6133151
AS,Asia,JPN,Japan,2010,All,Age15_19,[15-19],1422,100,,23.58756594
AS,Asia,JPN,Japan,2010,Female,Age15_19,[15-19],481,100,,16.40399248
AS,Asia,JPN,Japan,2010,Male,Age15_19,[15-19],941,100,,30.39025807
AS,Asia,JPN,Japan,2010,All,Age20_24,[20-24],2753,100,,43.66458997
AS,Asia,JPN,Japan,2010,Female,Age20_24,[20-24],791,100,,25.71177908
AS,Asia,JPN,Japan,2010,Male,Age20_24,[20-24],1962,100,,60.77183953
AS,Asia,JPN,Japan,2010,All,Age25_29,[25-29],3437,100,,48.0385807
AS,Asia,JPN,Japan,2010,Female,Age25_29,[25-29],1025,100,,29.18802613
AS,Asia,JPN,Japan,2010,Male,Age25_29,[25-29],2412,100,,66.21004065
AS,Asia,JPN,Japan,2010,All,Age30_34,[30-34],4837,100,,58.88755241
AS,Asia,JPN,Japan,2010,Female,Age30_34,[30-34],1660,100,,41.15095758
AS,Asia,JPN,Japan,2010,Male,Age30_34,[30-34],3177,100,,76.00420284
AS,Asia,JPN,Japan,2010,All,Age35_39,[35-39],7555,100,,77.98270962
AS,Asia,JPN,Japan,2010,Female,Age35_39,[35-39],2688,100,,56.45419754
AS,Asia,JPN,Japan,2010,Male,Age35_39,[35-39],4867,100,,98.78897745
AS,Asia,JPN,Japan,2010,All,Age40_44,[40-44],10162,100,,117.4715933
AS,Asia,JPN,Japan,2010,Female,Age40_44,[40-44],3533,100,,82.7641977
AS,Asia,JPN,Japan,2010,Male,Age40_44,[40-44],6629,100,,151.2832029
AS,Asia,JPN,Japan,2010,All,Age45_49,[45-49],14532,100,,182.4222618
AS,Asia,JPN,Japan,2010,Female,Age45_49,[45-49],4966,100,,125.6978114
AS,Asia,JPN,Japan,2010,Male,Age45_49,[45-49],9566,100,,238.2335157
AS,Asia,JPN,Japan,2010,All,Age50_54,[50-54],22014,100,,289.3412564
AS,Asia,JPN,Japan,2010,Female,Age50_54,[50-54],7376,100,,194.0564937
AS,Asia,JPN,Japan,2010,Male,Age50_54,[50-54],14638,100,,384.4656747
AS,Asia,JPN,Japan,2010,All,Age55_59,[55-59],39326,100,,454.3178157
AS,Asia,JPN,Japan,2010,Female,Age55_59,[55-59],12192,100,,279.6640728
AS,Asia,JPN,Japan,2010,Male,Age55_59,[55-59],27134,100,,631.5315653
AS,Asia,JPN,Japan,2010,All,Age60_64,[60-64],66096,100,,657.3723902
AS,Asia,JPN,Japan,2010,Female,Age60_64,[60-64],19941,100,,389.6398513
AS,Asia,JPN,Japan,2010,Male,Age60_64,[60-64],46155,100,,934.922658
AS,Asia,JPN,Japan,2010,All,Age65_69,[65-69],83087,100,,1009.535344
AS,Asia,JPN,Japan,2010,Female,Age65_69,[65-69],25619,100,,596.284782
AS,Asia,JPN,Japan,2010,Male,Age65_69,[65-69],57468,100,,1460.883094
AS,Asia,JPN,Japan,2010,All,Age70_74,[70-74],110248,100,,1577.813522
AS,Asia,JPN,Japan,2010,Female,Age70_74,[70-74],36778,100,,980.2108181
AS,Asia,JPN,Japan,2010,Male,Age70_74,[70-74],73470,100,,2270.858002
AS,Asia,JPN,Japan,2010,All,Age75_79,[75-79],163088,100,,2730.774544
AS,Asia,JPN,Japan,2010,Female,Age75_79,[75-79],60415,100,,1787.925385
AS,Asia,JPN,Japan,2010,Male,Age75_79,[75-79],102673,100,,3959.364006
AS,Asia,JPN,Japan,2010,All,Age80_84,[80-84],211257,100,,4841.708314
AS,Asia,JPN,Japan,2010,Female,Age80_84,[80-84],91456,100,,3434.215156
AS,Asia,JPN,Japan,2010,Male,Age80_84,[80-84],119801,100,,7046.325972
AS,Asia,JPN,Japan,2010,All,Age85_over,[85+],452145,100,,11854.75244
AS,Asia,JPN,Japan,2010,Female,Age85_over,[85+],292332,100,,10584.19214
AS,Asia,JPN,Japan,2010,Male,Age85_over,[85+],159813,100,,15190.31017
AS,Asia,JPN,Japan,2011,All,Age_all,[All],1253066,100,338.6264918,993.0781423
AS,Asia,JPN,Japan,2011,Male,Age_all,[All],656540,100,458.4300983,1068.361187
AS,Asia,JPN,Japan,2011,Female,Age_all,[All],596526,100,245.1155467,921.6030405
AS,Asia,JPN,Japan,2011,All,Age00,[0],2463,100,,232.3584906
AS,Asia,JPN,Japan,2011,Female,Age00,[0],1194,100,,231.3953488
AS,Asia,JPN,Japan,2011,Male,Age00,[0],1269,100,,233.2720588
AS,Asia,JPN,Japan,2011,All,Age01_04,[1-4],1159,100,,27.62154433
AS,Asia,JPN,Japan,2011,Female,Age01_04,[1-4],554,100,,27.05078125
AS,Asia,JPN,Japan,2011,Male,Age01_04,[1-4],605,100,,28.16573557
AS,Asia,JPN,Japan,2011,All,Age05_09,[5-9],749,100,,13.75321337
AS,Asia,JPN,Japan,2011,Female,Age05_09,[5-9],345,100,,12.97968397
AS,Asia,JPN,Japan,2011,Male,Age05_09,[5-9],404,100,,14.49067432
AS,Asia,JPN,Japan,2011,All,Age10_14,[10-14],728,100,,12.41261722
AS,Asia,JPN,Japan,2011,Female,Age10_14,[10-14],286,100,,9.99650472
AS,Asia,JPN,Japan,2011,Male,Age10_14,[10-14],442,100,,14.71371505
AS,Asia,JPN,Japan,2011,All,Age15_19,[15-19],1740,100,,28.95656515
AS,Asia,JPN,Japan,2011,Female,Age15_19,[15-19],609,100,,20.83475881
AS,Asia,JPN,Japan,2011,Male,Age15_19,[15-19],1131,100,,36.64938432
AS,Asia,JPN,Japan,2011,All,Age20_24,[20-24],2964,100,,48.05447471
AS,Asia,JPN,Japan,2011,Female,Age20_24,[20-24],976,100,,32.44680851
AS,Asia,JPN,Japan,2011,Male,Age20_24,[20-24],1988,100,,62.91139241
AS,Asia,JPN,Japan,2011,All,Age25_29,[25-29],3683,100,,52.57673091
AS,Asia,JPN,Japan,2011,Female,Age25_29,[25-29],1292,100,,37.61280932
AS,Asia,JPN,Japan,2011,Male,Age25_29,[25-29],2391,100,,66.97478992
AS,Asia,JPN,Japan,2011,All,Age30_34,[30-34],4916,100,,62.25148791
AS,Asia,JPN,Japan,2011,Female,Age30_34,[30-34],1775,100,,45.75921629
AS,Asia,JPN,Japan,2011,Male,Age30_34,[30-34],3141,100,,78.17322051
AS,Asia,JPN,Japan,2011,All,Age35_39,[35-39],7964,100,,83.42761366
AS,Asia,JPN,Japan,2011,Female,Age35_39,[35-39],2985,100,,63.63248774
AS,Asia,JPN,Japan,2011,Male,Age35_39,[35-39],4979,100,,102.554068
AS,Asia,JPN,Japan,2011,All,Age40_44,[40-44],11190,100,,122.2282906
AS,Asia,JPN,Japan,2011,Female,Age40_44,[40-44],4084,100,,90.45404208
AS,Asia,JPN,Japan,2011,Male,Age40_44,[40-44],7106,100,,153.1465517
AS,Asia,JPN,Japan,2011,All,Age45_49,[45-49],14979,100,,191.1318106
AS,Asia,JPN,Japan,2011,Female,Age45_49,[45-49],5502,100,,141.5487523
AS,Asia,JPN,Japan,2011,Male,Age45_49,[45-49],9477,100,,239.9240506
AS,Asia,JPN,Japan,2011,All,Age50_54,[50-54],22437,100,,297.2969392
AS,Asia,JPN,Japan,2011,Female,Age50_54,[50-54],7646,100,,202.9193206
AS,Asia,JPN,Japan,2011,Male,Age50_54,[50-54],14791,100,,391.3998412
AS,Asia,JPN,Japan,2011,All,Age55_59,[55-59],37455,100,,454.165151
AS,Asia,JPN,Japan,2011,Female,Age55_59,[55-59],12249,100,,295.0144509
AS,Asia,JPN,Japan,2011,Male,Age55_59,[55-59],25206,100,,615.5311355
AS,Asia,JPN,Japan,2011,All,Age60_64,[60-64],72120,100,,682.1148208
AS,Asia,JPN,Japan,2011,Female,Age60_64,[60-64],22301,100,,414.2087667
AS,Asia,JPN,Japan,2011,Male,Age60_64,[60-64],49819,100,,960.0886491
AS,Asia,JPN,Japan,2011,All,Age65_69,[65-69],82062,100,,1049.520399
AS,Asia,JPN,Japan,2011,Female,Age65_69,[65-69],25501,100,,624.8713551
AS,Asia,JPN,Japan,2011,Male,Age65_69,[65-69],56561,100,,1513.135367
AS,Asia,JPN,Japan,2011,All,Age70_74,[70-74],113113,100,,1581.778772
AS,Asia,JPN,Japan,2011,Female,Age70_74,[70-74],37952,100,,990.9138381
AS,Asia,JPN,Japan,2011,Male,Age70_74,[70-74],75161,100,,2263.203854
AS,Asia,JPN,Japan,2011,All,Age75_79,[75-79],167707,100,,2739.415224
AS,Asia,JPN,Japan,2011,Female,Age75_79,[75-79],62521,100,,1811.152955
AS,Asia,JPN,Japan,2011,Male,Age75_79,[75-79],105186,100,,3939.550562
AS,Asia,JPN,Japan,2011,All,Age80_84,[80-84],220110,100,,4912.073198
AS,Asia,JPN,Japan,2011,Female,Age80_84,[80-84],95865,100,,3520.565553
AS,Asia,JPN,Japan,2011,Male,Age80_84,[80-84],124245,100,,7067.406143
AS,Asia,JPN,Japan,2011,All,Age85_over,[85+],484151,100,,11927.83937
AS,Asia,JPN,Japan,2011,Female,Age85_over,[85+],312296,100,,10706.06788
AS,Asia,JPN,Japan,2011,Male,Age85_over,[85+],171855,100,,15048.59895
AS,Asia,JPN,Japan,2012,All,Age_all,[All],1256359,100,322.518411,997.4427984
AS,Asia,JPN,Japan,2012,Male,Age_all,[All],655526,100,438.4565285,1068.885338
AS,Asia,JPN,Japan,2012,Female,Age_all,[All],600833,100,231.1866896,929.6503172
AS,Asia,JPN,Japan,2012,All,Age00,[0],2299,100,,222.5556631
AS,Asia,JPN,Japan,2012,Female,Age00,[0],1077,100,,213.6904762
AS,Asia,JPN,Japan,2012,Male,Age00,[0],1222,100,,231.0018904
AS,Asia,JPN,Japan,2012,All,Age01_04,[1-4],877,100,,20.93078759
AS,Asia,JPN,Japan,2012,Female,Age01_04,[1-4],419,100,,20.48899756
AS,Asia,JPN,Japan,2012,Male,Age01_04,[1-4],458,100,,21.35198135
AS,Asia,JPN,Japan,2012,All,Age05_09,[5-9],497,100,,9.26547353
AS,Asia,JPN,Japan,2012,Female,Age05_09,[5-9],205,100,,7.83040489
AS,Asia,JPN,Japan,2012,Male,Age05_09,[5-9],292,100,,10.63364894
AS,Asia,JPN,Japan,2012,All,Age10_14,[10-14],509,100,,8.74119869
AS,Asia,JPN,Japan,2012,Female,Age10_14,[10-14],206,100,,7.25352113
AS,Asia,JPN,Japan,2012,Male,Age10_14,[10-14],303,100,,10.1575595
AS,Asia,JPN,Japan,2012,All,Age15_19,[15-19],1369,100,,22.88914897
AS,Asia,JPN,Japan,2012,Female,Age15_19,[15-19],449,100,,15.41366289
AS,Asia,JPN,Japan,2012,Male,Age15_19,[15-19],920,100,,29.98696219
